cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-surface,stem-color,has-ring,ring-type,habitat,season
,,,,,,,,,41.87,,,,,,
,,,,,,,,,23.0,,,,,,
,,,,,,,,,41.01,,,,,,
,,,,,,,,,54.93,,,,,,
,,,,,,,,,41.79,,,,,,
,,,,,,,,,26.66,,,,,,
,,,,,,,,,38.28,,,,,,
,,,,,,,,,48.11,,,,,,
,,,,,,,,,77.38,,,,,,
,,,,,,,,,45.05,,,,,,
,,,,,,,,,46.36,,,,,,
,,,,,,,,,44.91,,,,,,
,,,,,,,,,21.67,,,,,,
,,,,,,,,,48.09,,,,,,
,,,,,,,,,25.34,,,,,,
,,,,,,,,,35.42,,,,,,
,,,,,,,,,33.78,,,,,,
,,,,,,,,,44.21,,,,,,
,,,,,,,,,45.77,,,,,,
,,,,,,,,,43.89,,,,,,
,,,,,,,,,37.12,,,,,,
,,,,,,,,,38.94,,,,,,
,,,,,,,,,48.37,,,,,,
,,,,,,,,,26.6,,,,,,
,,,,,,,,,37.37,,,,,,
,,,,,,,,,42.83,,,,,,
,,,,,,,,,40.42,,,,,,
,,,,,,,,,45.29,,,,,,
,,,,,,,,,26.81,,,,,,
,,,,,,,,,60.75,,,,,,
,,,,,,,,,34.56,,,,,,
,,,,,,,,,46.15,,,,,,
,,,,,,,,,59.58,,,,,,
,,,,,,,,,31.85,,,,,,
,,,,,,,,,43.55,,,,,,
,,,,,,,,,33.48,,,,,,
,,,,,,,,,40.21,,,,,,
,,,,,,,,,40.07,,,,,,
,,,,,,,,,43.62,,,,,,
,,,,,,,,,38.87,,,,,,
,,,,,,,,,57.45,,,,,,
,,,,,,,,,41.82,,,,,,
,,,,,,,,,38.1,,,,,,
,,,,,,,,,45.99,,,,,,
,,,,,,,,,42.79,,,,,,
,,,,,,,,,35.7,,,,,,
,,,,,,,,,56.82,,,,,,
,,,,,,,,,43.08,,,,,,
,,,,,,,,,32.54,,,,,,
,,,,,,,,,62.03,,,,,,
,,,,,,,,,55.96,,,,,,
,,,,,,,,,45.92,,,,,,
,,,,,,,,,38.75,,,,,,
,,,,,,,,,38.02,,,,,,
,,,,,,,,,35.27,,,,,,
,,,,,,,,,32.85,,,,,,
,,,,,,,,,49.45,,,,,,
,,,,,,,,,27.74,,,,,,
,,,,,,,,,44.69,,,,,,
,,,,,,,,,51.17,,,,,,
,,,,,,,,,39.3,,,,,,
,,,,,,,,,36.72,,,,,,
,,,,,,,,,41.3,,,,,,
,,,,,,,,,58.47,,,,,,
,,,,,,,,,39.64,,,,,,
,,,,,,,,,49.55,,,,,,
,,,,,,,,,42.03,,,,,,
,,,,,,,,,29.89,,,,,,
,,,,,,,,,48.13,,,,,,
,,,,,,,,,35.68,,,,,,
,,,,,,,,,41.19,,,,,,
,,,,,,,,,52.21,,,,,,
,,,,,,,,,52.43,,,,,,
,,,,,,,,,35.49,,,,,,
,,,,,,,,,62.48,,,,,,
,,,,,,,,,41.45,,,,,,
,,,,,,,,,42.15,,,,,,
,,,,,,,,,45.82,,,,,,
,,,,,,,,,29.54,,,,,,
,,,,,,,,,45.49,,,,,,
,,,,,,,,,35.34,,,,,,
,,,,,,,,,57.62,,,,,,
,,,,,,,,,42.35,,,,,,
,,,,,,,,,36.04,,,,,,
,,,,,,,,,30.91,,,,,,
,,,,,,,,,34.55,,,,,,
,,,,,,,,,41.21,,,,,,
,,,,,,,,,62.09,,,,,,
,,,,,,,,,33.13,,,,,,
,,,,,,,,,36.43,,,,,,
,,,,,,,,,39.0,,,,,,
,,,,,,,,,45.42,,,,,,
,,,,,,,,,35.05,,,,,,
,,,,,,,,,45.21,,,,,,
,,,,,,,,,38.14,,,,,,
,,,,,,,,,34.09,,,,,,
,,,,,,,,,35.57,,,,,,
,,,,,,,,,42.25,,,,,,
,,,,,,,,,37.08,,,,,,
,,,,,,,,,47.9,,,,,,
,,,,,,,,,34.28,,,,,,
,,,,,,,,,50.84,,,,,,
,,,,,,,,,44.64,,,,,,
,,,,,,,,,73.44,,,,,,
,,,,,,,,,46.05,,,,,,
,,,,,,,,,32.92,,,,,,
,,,,,,,,,35.45,,,,,,
,,,,,,,,,19.4,,,,,,
,,,,,,,,,72.48,,,,,,
,,,,,,,,,41.11,,,,,,
,,,,,,,,,34.84,,,,,,
,,,,,,,,,66.43,,,,,,
,,,,,,,,,32.27,,,,,,
,,,,,,,,,66.34,,,,,,
,,,,,,,,,35.17,,,,,,
,,,,,,,,,25.63,,,,,,
,,,,,,,,,48.34,,,,,,
,,,,,,,,,34.91,,,,,,
,,,,,,,,,49.47,,,,,,
,,,,,,,,,42.75,,,,,,
,,,,,,,,,70.94,,,,,,
,,,,,,,,,51.49,,,,,,
,,,,,,,,,47.05,,,,,,
,,,,,,,,,53.14,,,,,,
,,,,,,,,,40.26,,,,,,
,,,,,,,,,43.83,,,,,,
,,,,,,,,,36.66,,,,,,
,,,,,,,,,36.17,,,,,,
,,,,,,,,,43.32,,,,,,
,,,,,,,,,42.18,,,,,,
,,,,,,,,,38.19,,,,,,
,,,,,,,,,80.06,,,,,,
,,,,,,,,,39.32,,,,,,
,,,,,,,,,40.05,,,,,,
,,,,,,,,,23.59,,,,,,
,,,,,,,,,52.26,,,,,,
,,,,,,,,,46.16,,,,,,
,,,,,,,,,43.2,,,,,,
,,,,,,,,,46.07,,,,,,
,,,,,,,,,37.69,,,,,,
,,,,,,,,,46.35,,,,,,
,,,,,,,,,36.73,,,,,,
,,,,,,,,,37.03,,,,,,
,,,,,,,,,42.81,,,,,,
,,,,,,,,,52.93,,,,,,
,,,,,,,,,64.5,,,,,,
,,,,,,,,,27.35,,,,,,
,,,,,,,,,43.5,,,,,,
,,,,,,,,,40.18,,,,,,
,,,,,,,,,49.14,,,,,,
,,,,,,,,,36.11,,,,,,
,,,,,,,,,40.62,,,,,,
,,,,,,,,,48.63,,,,,,
,,,,,,,,,38.74,,,,,,
,,,,,,,,,28.23,,,,,,
,,,,,,,,,21.99,,,,,,
,,,,,,,,,43.78,,,,,,
,,,,,,,,,37.25,,,,,,
,,,,,,,,,33.14,,,,,,
,,,,,,,,,28.07,,,,,,
,,,,,,,,,50.4,,,,,,
,,,,,,,,,42.71,,,,,,
,,,,,,,,,37.49,,,,,,
,,,,,,,,,44.29,,,,,,
,,,,,,,,,23.84,,,,,,
,,,,,,,,,44.74,,,,,,
,,,,,,,,,71.03,,,,,,
,,,,,,,,,40.83,,,,,,
,,,,,,,,,44.84,,,,,,
,,,,,,,,,60.61,,,,,,
,,,,,,,,,39.29,,,,,,
,,,,,,,,,30.74,,,,,,
,,,,,,,,,53.02,,,,,,
,,,,,,,,,42.88,,,,,,
,,,,,,,,,44.18,,,,,,
,,,,,,,,,49.69,,,,,,
,,,,,,,,,41.42,,,,,,
,,,,,,,,,40.98,,,,,,
,,,,,,,,,32.91,,,,,,
,,,,,,,,,35.71,,,,,,
,,,,,,,,,31.72,,,,,,
,,,,,,,,,44.17,,,,,,
,,,,,,,,,37.76,,,,,,
,,,,,,,,,20.45,,,,,,
,,,,,,,,,38.18,,,,,,
,,,,,,,,,45.2,,,,,,
,,,,,,,,,52.94,,,,,,
,,,,,,,,,37.21,,,,,,
,,,,,,,,,34.47,,,,,,
,,,,,,,,,41.27,,,,,,
,,,,,,,,,31.73,,,,,,
,,,,,,,,,53.15,,,,,,
,,,,,,,,,72.73,,,,,,
,,,,,,,,,30.26,,,,,,
,,,,,,,,,37.91,,,,,,
,,,,,,,,,52.72,,,,,,
,,,,,,,,,48.91,,,,,,
,,,,,,,,,52.51,,,,,,
,,,,,,,,,45.94,,,,,,
,,,,,,,,,40.65,,,,,,
,,,,,,,,,60.55,,,,,,
,,,,,,,,,48.96,,,,,,
,,,,,,,,,64.82,,,,,,
,,,,,,,,,49.63,,,,,,
,,,,,,,,,52.28,,,,,,
,,,,,,,,,34.83,,,,,,
,,,,,,,,,60.28,,,,,,
,,,,,,,,,43.88,,,,,,
,,,,,,,,,38.16,,,,,,
,,,,,,,,,80.03,,,,,,
,,,,,,,,,26.06,,,,,,
,,,,,,,,,51.48,,,,,,
,,,,,,,,,43.96,,,,,,
,,,,,,,,,43.66,,,,,,
,,,,,,,,,39.68,,,,,,
,,,,,,,,,36.36,,,,,,
,,,,,,,,,53.64,,,,,,
,,,,,,,,,39.9,,,,,,
,,,,,,,,,37.34,,,,,,
,,,,,,,,,32.41,,,,,,
,,,,,,,,,30.15,,,,,,
,,,,,,,,,24.64,,,,,,
,,,,,,,,,27.99,,,,,,
,,,,,,,,,49.61,,,,,,
,,,,,,,,,38.47,,,,,,
,,,,,,,,,45.73,,,,,,
,,,,,,,,,41.85,,,,,,
,,,,,,,,,46.27,,,,,,
,,,,,,,,,44.79,,,,,,
,,,,,,,,,42.82,,,,,,
,,,,,,,,,41.25,,,,,,
,,,,,,,,,36.16,,,,,,
,,,,,,,,,43.94,,,,,,
,,,,,,,,,36.2,,,,,,
,,,,,,,,,44.25,,,,,,
,,,,,,,,,37.65,,,,,,
,,,,,,,,,43.52,,,,,,
,,,,,,,,,38.58,,,,,,
,,,,,,,,,55.14,,,,,,
,,,,,,,,,47.94,,,,,,
,,,,,,,,,39.66,,,,,,
,,,,,,,,,43.69,,,,,,
,,,,,,,,,36.27,,,,,,
,,,,,,,,,56.53,,,,,,
,,,,,,,,,53.99,,,,,,
,,,,,,,,,38.38,,,,,,
,,,,,,,,,38.78,,,,,,
,,,,,,,,,50.07,,,,,,
,,,,,,,,,41.98,,,,,,
,,,,,,,,,66.85,,,,,,
,,,,,,,,,32.18,,,,,,
,,,,,,,,,45.07,,,,,,
,,,,,,,,,51.21,,,,,,
,,,,,,,,,47.33,,,,,,
,,,,,,,,,45.41,,,,,,
,,,,,,,,,56.43,,,,,,
,,,,,,,,,56.92,,,,,,
,,,,,,,,,72.62,,,,,,
,,,,,,,,,54.85,,,,,,
,,,,,,,,,35.13,,,,,,
,,,,,,,,,35.8,,,,,,
,,,,,,,,,45.76,,,,,,
,,,,,,,,,33.9,,,,,,
,,,,,,,,,57.33,,,,,,
,,,,,,,,,45.28,,,,,,
,,,,,,,,,40.85,,,,,,
,,,,,,,,,41.64,,,,,,
,,,,,,,,,50.22,,,,,,
,,,,,,,,,55.27,,,,,,
,,,,,,,,,40.67,,,,,,
,,,,,,,,,43.63,,,,,,
,,,,,,,,,49.87,,,,,,
,,,,,,,,,53.05,,,,,,
,,,,,,,,,42.19,,,,,,
,,,,,,,,,58.45,,,,,,
,,,,,,,,,45.65,,,,,,
,,,,,,,,,26.8,,,,,,
,,,,,,,,,47.88,,,,,,
,,,,,,,,,50.33,,,,,,
,,,,,,,,,55.01,,,,,,
,,,,,,,,,66.79,,,,,,
,,,,,,,,,50.02,,,,,,
,,,,,,,,,29.53,,,,,,
,,,,,,,,,48.61,,,,,,
,,,,,,,,,52.55,,,,,,
,,,,,,,,,27.71,,,,,,
,,,,,,,,,34.68,,,,,,
,,,,,,,,,47.85,,,,,,
,,,,,,,,,35.37,,,,,,
,,,,,,,,,65.78,,,,,,
,,,,,,,,,35.51,,,,,,
,,,,,,,,,37.53,,,,,,
,,,,,,,,,46.55,,,,,,
,,,,,,,,,34.75,,,,,,
,,,,,,,,,40.03,,,,,,
,,,,,,,,,45.17,,,,,,
,,,,,,,,,64.85,,,,,,
,,,,,,,,,56.33,,,,,,
,,,,,,,,,44.28,,,,,,
,,,,,,,,,46.34,,,,,,
,,,,,,,,,71.11,,,,,,
,,,,,,,,,38.79,,,,,,
,,,,,,,,,65.7,,,,,,
,,,,,,,,,45.83,,,,,,
,,,,,,,,,37.56,,,,,,
,,,,,,,,,40.25,,,,,,
,,,,,,,,,39.26,,,,,,
,,,,,,,,,31.47,,,,,,
,,,,,,,,,36.7,,,,,,
,,,,,,,,,38.3,,,,,,
,,,,,,,,,58.07,,,,,,
,,,,,,,,,37.54,,,,,,
,,,,,,,,,48.86,,,,,,
,,,,,,,,,38.24,,,,,,
,,,,,,,,,37.89,,,,,,
,,,,,,,,,57.08,,,,,,
,,,,,,,,,49.72,,,,,,
,,,,,,,,,52.06,,,,,,
,,,,,,,,,27.79,,,,,,
,,,,,,,,,50.31,,,,,,
,,,,,,,,,49.03,,,,,,
,,,,,,,,,63.38,,,,,,
,,,,,,,,,62.07,,,,,,
,,,,,,,,,40.31,,,,,,
,,,,,,,,,54.73,,,,,,
,,,,,,,,,50.92,,,,,,
,,,,,,,,,36.29,,,,,,
,,,,,,,,,55.0,,,,,,
,,,,,,,,,48.72,,,,,,
,,,,,,,,,49.64,,,,,,
,,,,,,,,,35.39,,,,,,
,,,,,,,,,39.18,,,,,,
,,,,,,,,,45.19,,,,,,
,,,,,,,,,27.77,,,,,,
,,,,,,,,,30.51,,,,,,
,,,,,,,,,53.84,,,,,,
,,,,,,,,,48.89,,,,,,
,,,,,,,,,41.35,,,,,,
,,,,,,,,,34.95,,,,,,
,,,,,,,,,52.48,,,,,,
,,,,,,,,,39.35,,,,,,
,,,,,,,,,45.34,,,,,,
,,,,,,,,,35.88,,,,,,
,,,,,,,,,31.32,,,,,,
,,,,,,,,,48.3,,,,,,
,,,,,,,,,42.7,,,,,,
,,,,,,,,,41.18,,,,,,
,,,,,,,,,53.26,,,,,,
,,,,,,,,,45.43,,,,,,
,,,,,,,,,30.41,,,,,,
,,,,,,,,,40.74,,,,,,
,,,,,,,,,38.33,,,,,,
,,,,,,,,,49.4,,,,,,
,,,,,,,,,43.17,,,,,,
,,,,,,,,,38.64,,,,,,
,,,,,,,,,49.43,,,,,,
,,,,,,,,,43.14,,,,,,
,,,,,,,,,68.04,,,,,,
,,,,,,,,,39.47,,,,,,
,,,,,,,,,47.19,,,,,,
,,,,,,,,,44.55,,,,,,
,,,,,,,,,38.61,,,,,,
,,,,,,,,,46.03,,,,,,
,,,,,,,,,40.97,,,,,,
,,,,,,,,,41.23,,,,,,
,,,,,,,,,29.92,,,,,,
,,,,,,,,,44.93,,,,,,
,,,,,,,,,31.19,,,,,,
,,,,,,,,,33.1,,,,,,
,,,,,,,,,42.4,,,,,,
,,,,,,,,,44.32,,,,,,
,,,,,,,,,75.43,,,,,,
,,,,,,,,,40.13,,,,,,
,,,,,,,,,36.05,,,,,,
,,,,,,,,,41.9,,,,,,
,,,,,,,,,47.81,,,,,,
,,,,,,,,,44.16,,,,,,
,,,,,,,,,43.18,,,,,,
,,,,,,,,,37.82,,,,,,
,,,,,,,,,68.74,,,,,,
,,,,,,,,,36.85,,,,,,
,,,,,,,,,37.1,,,,,,
,,,,,,,,,44.8,,,,,,
,,,,,,,,,27.92,,,,,,
,,,,,,,,,64.29,,,,,,
,,,,,,,,,37.29,,,,,,
,,,,,,,,,47.12,,,,,,
,,,,,,,,,65.27,,,,,,
,,,,,,,,,51.32,,,,,,
,,,,,,,,,42.26,,,,,,
,,,,,,,,,46.61,,,,,,
,,,,,,,,,43.27,,,,,,
,,,,,,,,,48.74,,,,,,
,,,,,,,,,49.79,,,,,,
,,,,,,,,,36.56,,,,,,
,,,,,,,,,66.98,,,,,,
,,,,,,,,,47.65,,,,,,
,,,,,,,,,49.85,,,,,,
,,,,,,,,,41.29,,,,,,
,,,,,,,,,70.37,,,,,,
,,,,,,,,,40.6,,,,,,
,,,,,,,,,78.67,,,,,,
,,,,,,,,,74.7,,,,,,
,,,,,,,,,68.46,,,,,,
,,,,,,,,,49.83,,,,,,
,,,,,,,,,44.94,,,,,,
,,,,,,,,,46.91,,,,,,
,,,,,,,,,58.44,,,,,,
,,,,,,,,,53.33,,,,,,
,,,,,,,,,52.69,,,,,,
,,,,,,,,,48.18,,,,,,
,,,,,,,,,44.98,,,,,,
,,,,,,,,,36.12,,,,,,
,,,,,,,,,43.86,,,,,,
,,,,,,,,,30.19,,,,,,
,,,,,,,,,55.64,,,,,,
,,,,,,,,,44.83,,,,,,
,,,,,,,,,40.53,,,,,,
,,,,,,,,,40.12,,,,,,
,,,,,,,,,38.56,,,,,,
,,,,,,,,,31.11,,,,,,
,,,,,,,,,36.61,,,,,,
,,,,,,,,,53.97,,,,,,
,,,,,,,,,76.16,,,,,,
,,,,,,,,,29.72,,,,,,
,,,,,,,,,45.25,,,,,,
,,,,,,,,,40.69,,,,,,
,,,,,,,,,34.14,,,,,,
,,,,,,,,,80.81,,,,,,
,,,,,,,,,57.3,,,,,,
,,,,,,,,,38.6,,,,,,
,,,,,,,,,48.85,,,,,,
,,,,,,,,,70.85,,,,,,
,,,,,,,,,38.41,,,,,,
,,,,,,,,,84.12,,,,,,
,,,,,,,,,40.86,,,,,,
,,,,,,,,,33.6,,,,,,
,,,,,,,,,61.85,,,,,,
,,,,,,,,,60.25,,,,,,
,,,,,,,,,38.17,,,,,,
,,,,,,,,,28.89,,,,,,
,,,,,,,,,43.05,,,,,,
,,,,,,,,,44.06,,,,,,
,,,,,,,,,54.69,,,,,,
,,,,,,,,,54.13,,,,,,
,,,,,,,,,32.88,,,,,,
,,,,,,,,,65.6,,,,,,
,,,,,,,,,28.88,,,,,,
,,,,,,,,,34.9,,,,,,
,,,,,,,,,43.73,,,,,,
,,,,,,,,,47.64,,,,,,
,,,,,,,,,35.93,,,,,,
,,,,,,,,,52.44,,,,,,
,,,,,,,,,42.59,,,,,,
,,,,,,,,,56.5,,,,,,
,,,,,,,,,33.92,,,,,,
,,,,,,,,,51.27,,,,,,
,,,,,,,,,46.02,,,,,,
,,,,,,,,,69.22,,,,,,
,,,,,,,,,52.27,,,,,,
,,,,,,,,,36.94,,,,,,
,,,,,,,,,46.85,,,,,,
,,,,,,,,,49.34,,,,,,
,,,,,,,,,41.05,,,,,,
,,,,,,,,,50.96,,,,,,
,,,,,,,,,62.57,,,,,,
,,,,,,,,,33.35,,,,,,
,,,,,,,,,30.84,,,,,,
,,,,,,,,,41.41,,,,,,
,,,,,,,,,30.22,,,,,,
,,,,,,,,,24.58,,,,,,
,,,,,,,,,48.99,,,,,,
,,,,,,,,,40.22,,,,,,
,,,,,,,,,33.91,,,,,,
,,,,,,,,,43.76,,,,,,
,,,,,,,,,74.08,,,,,,
,,,,,,,,,45.69,,,,,,
,,,,,,,,,49.59,,,,,,
,,,,,,,,,52.29,,,,,,
,,,,,,,,,57.32,,,,,,
,,,,,,,,,45.26,,,,,,
,,,,,,,,,63.29,,,,,,
,,,,,,,,,28.32,,,,,,
,,,,,,,,,69.63,,,,,,
,,,,,,,,,57.22,,,,,,
,,,,,,,,,51.81,,,,,,
,,,,,,,,,34.5,,,,,,
,,,,,,,,,41.47,,,,,,
,,,,,,,,,46.89,,,,,,
,,,,,,,,,52.39,,,,,,
,,,,,,,,,44.73,,,,,,
,,,,,,,,,46.51,,,,,,
,,,,,,,,,43.75,,,,,,
,,,,,,,,,31.05,,,,,,
,,,,,,,,,46.67,,,,,,
,,,,,,,,,55.52,,,,,,
,,,,,,,,,85.76,,,,,,
,,,,,,,,,56.35,,,,,,
,,,,,,,,,29.05,,,,,,
,,,,,,,,,48.69,,,,,,
,,,,,,,,,65.28,,,,,,
,,,,,,,,,31.14,,,,,,
,,,,,,,,,48.71,,,,,,
,,,,,,,,,68.03,,,,,,
,,,,,,,,,50.76,,,,,,
,,,,,,,,,43.9,,,,,,
,,,,,,,,,51.31,,,,,,
,,,,,,,,,57.85,,,,,,
,,,,,,,,,56.72,,,,,,
,,,,,,,,,47.16,,,,,,
,,,,,,,,,45.24,,,,,,
,,,,,,,,,42.38,,,,,,
,,,,,,,,,38.27,,,,,,
,,,,,,,,,72.88,,,,,,
,,,,,,,,,48.76,,,,,,
,,,,,,,,,37.31,,,,,,
,,,,,,,,,53.57,,,,,,
,,,,,,,,,56.15,,,,,,
,,,,,,,,,51.05,,,,,,
,,,,,,,,,45.96,,,,,,
,,,,,,,,,88.12,,,,,,
,,,,,,,,,49.73,,,,,,
,,,,,,,,,57.35,,,,,,
,,,,,,,,,102.48,,,,,,
,,,,,,,,,53.39,,,,,,
,,,,,,,,,36.34,,,,,,
,,,,,,,,,61.53,,,,,,
,,,,,,,,,38.22,,,,,,
,,,,,,,,,48.65,,,,,,
,,,,,,,,,42.43,,,,,,
,,,,,,,,,37.7,,,,,,
,,,,,,,,,54.55,,,,,,
,,,,,,,,,49.94,,,,,,
,,,,,,,,,43.35,,,,,,
,,,,,,,,,81.21,,,,,,
,,,,,,,,,63.0,,,,,,
,,,,,,,,,56.22,,,,,,
,,,,,,,,,36.06,,,,,,
,,,,,,,,,36.74,,,,,,
,,,,,,,,,29.83,,,,,,
,,,,,,,,,29.79,,,,,,
,,,,,,,,,47.71,,,,,,
,,,,,,,,,38.36,,,,,,
,,,,,,,,,52.62,,,,,,
,,,,,,,,,36.24,,,,,,
,,,,,,,,,44.66,,,,,,
,,,,,,,,,41.46,,,,,,
,,,,,,,,,62.02,,,,,,
,,,,,,,,,65.57,,,,,,
,,,,,,,,,44.12,,,,,,
,,,,,,,,,50.85,,,,,,
,,,,,,,,,53.62,,,,,,
,,,,,,,,,43.8,,,,,,
,,,,,,,,,75.59,,,,,,
,,,,,,,,,56.79,,,,,,
,,,,,,,,,78.56,,,,,,
,,,,,,,,,50.43,,,,,,
,,,,,,,,,38.31,,,,,,
,,,,,,,,,54.83,,,,,,
,,,,,,,,,65.32,,,,,,
,,,,,,,,,38.55,,,,,,
,,,,,,,,,54.53,,,,,,
,,,,,,,,,44.99,,,,,,
,,,,,,,,,61.94,,,,,,
,,,,,,,,,40.72,,,,,,
,,,,,,,,,50.03,,,,,,
,,,,,,,,,54.65,,,,,,
,,,,,,,,,64.69,,,,,,
,,,,,,,,,56.6,,,,,,
,,,,,,,,,43.34,,,,,,
,,,,,,,,,34.51,,,,,,
,,,,,,,,,78.95,,,,,,
,,,,,,,,,54.25,,,,,,
,,,,,,,,,84.78,,,,,,
,,,,,,,,,60.33,,,,,,
,,,,,,,,,38.69,,,,,,
,,,,,,,,,46.42,,,,,,
,,,,,,,,,62.59,,,,,,
,,,,,,,,,52.22,,,,,,
,,,,,,,,,32.77,,,,,,
,,,,,,,,,59.74,,,,,,
,,,,,,,,,60.53,,,,,,
,,,,,,,,,37.27,,,,,,
,,,,,,,,,46.22,,,,,,
,,,,,,,,,28.05,,,,,,
,,,,,,,,,66.44,,,,,,
,,,,,,,,,54.94,,,,,,
,,,,,,,,,56.25,,,,,,
,,,,,,,,,49.71,,,,,,
,,,,,,,,,26.83,,,,,,
,,,,,,,,,41.58,,,,,,
,,,,,,,,,53.29,,,,,,
,,,,,,,,,50.98,,,,,,
,,,,,,,,,49.62,,,,,,
,,,,,,,,,67.37,,,,,,
,,,,,,,,,36.92,,,,,,
,,,,,,,,,56.37,,,,,,
,,,,,,,,,52.63,,,,,,
,,,,,,,,,41.1,,,,,,
,,,,,,,,,45.38,,,,,,
,,,,,,,,,52.92,,,,,,
,,,,,,,,,51.19,,,,,,
,,,,,,,,,32.45,,,,,,
,,,,,,,,,79.17,,,,,,
,,,,,,,,,43.07,,,,,,
,,,,,,,,,28.77,,,,,,
,,,,,,,,,42.66,,,,,,
,,,,,,,,,82.5,,,,,,
,,,,,,,,,56.11,,,,,,
,,,,,,,,,30.47,,,,,,
,,,,,,,,,70.29,,,,,,
,,,,,,,,,45.22,,,,,,
,,,,,,,,,78.0,,,,,,
,,,,,,,,,71.93,,,,,,
,,,,,,,,,54.92,,,,,,
,,,,,,,,,35.41,,,,,,
,,,,,,,,,37.58,,,,,,
,,,,,,,,,49.1,,,,,,
,,,,,,,,,71.97,,,,,,
,,,,,,,,,51.28,,,,,,
,,,,,,,,,46.81,,,,,,
,,,,,,,,,46.18,,,,,,
,,,,,,,,,51.07,,,,,,
,,,,,,,,,46.54,,,,,,
,,,,,,,,,44.01,,,,,,
,,,,,,,,,82.8,,,,,,
,,,,,,,,,44.77,,,,,,
,,,,,,,,,37.87,,,,,,
,,,,,,,,,62.43,,,,,,
,,,,,,,,,58.79,,,,,,
,,,,,,,,,67.22,,,,,,
,,,,,,,,,47.06,,,,,,
,,,,,,,,,47.11,,,,,,
,,,,,,,,,35.54,,,,,,
,,,,,,,,,38.09,,,,,,
,,,,,,,,,34.3,,,,,,
,,,,,,,,,53.49,,,,,,
,,,,,,,,,33.95,,,,,,
,,,,,,,,,42.51,,,,,,
,,,,,,,,,41.59,,,,,,
,,,,,,,,,48.12,,,,,,
,,,,,,,,,70.62,,,,,,
,,,,,,,,,42.78,,,,,,
,,,,,,,,,58.35,,,,,,
,,,,,,,,,64.96,,,,,,
,,,,,,,,,42.85,,,,,,
,,,,,,,,,41.93,,,,,,
,,,,,,,,,41.99,,,,,,
,,,,,,,,,57.05,,,,,,
,,,,,,,,,75.03,,,,,,
,,,,,,,,,50.91,,,,,,
,,,,,,,,,27.81,,,,,,
,,,,,,,,,35.63,,,,,,
,,,,,,,,,65.79,,,,,,
,,,,,,,,,38.5,,,,,,
,,,,,,,,,68.48,,,,,,
,,,,,,,,,45.93,,,,,,
,,,,,,,,,43.42,,,,,,
,,,,,,,,,52.52,,,,,,
,,,,,,,,,39.36,,,,,,
,,,,,,,,,44.22,,,,,,
,,,,,,,,,44.03,,,,,,
,,,,,,,,,89.45,,,,,,
,,,,,,,,,54.78,,,,,,
,,,,,,,,,57.74,,,,,,
,,,,,,,,,50.57,,,,,,
,,,,,,,,,45.46,,,,,,
,,,,,,,,,55.72,,,,,,
,,,,,,,,,44.61,,,,,,
,,,,,,,,,34.39,,,,,,
,,,,,,,,,77.99,,,,,,
,,,,,,,,,46.8,,,,,,
,,,,,,,,,53.65,,,,,,
,,,,,,,,,51.36,,,,,,
,,,,,,,,,34.8,,,,,,
,,,,,,,,,27.67,,,,,,
,,,,,,,,,68.5,,,,,,
,,,,,,,,,38.67,,,,,,
,,,,,,,,,68.81,,,,,,
,,,,,,,,,55.75,,,,,,
,,,,,,,,,44.76,,,,,,
,,,,,,,,,60.43,,,,,,
,,,,,,,,,74.71,,,,,,
,,,,,,,,,60.96,,,,,,
,,,,,,,,,68.57,,,,,,
,,,,,,,,,52.82,,,,,,
,,,,,,,,,38.93,,,,,,
,,,,,,,,,48.52,,,,,,
,,,,,,,,,46.09,,,,,,
,,,,,,,,,57.03,,,,,,
,,,,,,,,,43.37,,,,,,
,,,,,,,,,58.13,,,,,,
,,,,,,,,,40.27,,,,,,
,,,,,,,,,39.02,,,,,,
,,,,,,,,,37.2,,,,,,
,,,,,,,,,46.66,,,,,,
,,,,,,,,,53.69,,,,,,
,,,,,,,,,67.03,,,,,,
,,,,,,,,,42.77,,,,,,
,,,,,,,,,49.74,,,,,,
,,,,,,,,,30.12,,,,,,
,,,,,,,,,43.97,,,,,,
,,,,,,,,,64.44,,,,,,
,,,,,,,,,78.7,,,,,,
,,,,,,,,,51.42,,,,,,
,,,,,,,,,40.24,,,,,,
,,,,,,,,,67.66,,,,,,
,,,,,,,,,50.83,,,,,,
,,,,,,,,,46.96,,,,,,
,,,,,,,,,43.15,,,,,,
,,,,,,,,,50.94,,,,,,
,,,,,,,,,40.81,,,,,,
,,,,,,,,,51.57,,,,,,
,,,,,,,,,53.94,,,,,,
,,,,,,,,,54.48,,,,,,
,,,,,,,,,46.1,,,,,,
,,,,,,,,,40.63,,,,,,
,,,,,,,,,66.93,,,,,,
,,,,,,,,,47.75,,,,,,
,,,,,,,,,59.48,,,,,,
,,,,,,,,,37.46,,,,,,
,,,,,,,,,38.0,,,,,,
,,,,,,,,,39.67,,,,,,
,,,,,,,,,40.95,,,,,,
,,,,,,,,,47.98,,,,,,
,,,,,,,,,53.88,,,,,,
,,,,,,,,,47.25,,,,,,
,,,,,,,,,83.74,,,,,,
,,,,,,,,,0.53,,,,,,
,,,,,,,,,39.89,,,,,,
,,,,,,,,,54.61,,,,,,
,,,,,,,,,62.32,,,,,,
